# ACCURACY: 84.9409%
# BugID,Prediction
2.361500000000000000e+04,1.000000000000000000e+00
8.804000000000000000e+03,1.000000000000000000e+00
2.955400000000000000e+04,0.000000000000000000e+00
1.422800000000000000e+04,1.000000000000000000e+00
2.608700000000000000e+04,1.000000000000000000e+00
2.168000000000000000e+04,0.000000000000000000e+00
1.379500000000000000e+04,1.000000000000000000e+00
1.795000000000000000e+03,0.000000000000000000e+00
2.221200000000000000e+04,0.000000000000000000e+00
3.799300000000000000e+04,1.000000000000000000e+00
6.060000000000000000e+03,0.000000000000000000e+00
7.496000000000000000e+03,1.000000000000000000e+00
2.154100000000000000e+04,0.000000000000000000e+00
3.624900000000000000e+04,1.000000000000000000e+00
2.640300000000000000e+04,1.000000000000000000e+00
2.493200000000000000e+04,0.000000000000000000e+00
5.371000000000000000e+03,1.000000000000000000e+00
9.171000000000000000e+03,0.000000000000000000e+00
3.709900000000000000e+04,1.000000000000000000e+00
6.071000000000000000e+03,0.000000000000000000e+00
2.029900000000000000e+04,0.000000000000000000e+00
2.875200000000000000e+04,0.000000000000000000e+00
9.775000000000000000e+03,0.000000000000000000e+00
1.428300000000000000e+04,1.000000000000000000e+00
1.012300000000000000e+04,0.000000000000000000e+00
1.430000000000000000e+02,1.000000000000000000e+00
7.158000000000000000e+03,0.000000000000000000e+00
3.632000000000000000e+03,1.000000000000000000e+00
3.660900000000000000e+04,0.000000000000000000e+00
2.934300000000000000e+04,1.000000000000000000e+00
3.239200000000000000e+04,1.000000000000000000e+00
8.778000000000000000e+03,1.000000000000000000e+00
4.373000000000000000e+03,0.000000000000000000e+00
1.391400000000000000e+04,1.000000000000000000e+00
3.791400000000000000e+04,0.000000000000000000e+00
2.057800000000000000e+04,1.000000000000000000e+00
2.826400000000000000e+04,1.000000000000000000e+00
3.644400000000000000e+04,0.000000000000000000e+00
9.096000000000000000e+03,0.000000000000000000e+00
1.666600000000000000e+04,1.000000000000000000e+00
2.308000000000000000e+03,0.000000000000000000e+00
2.920400000000000000e+04,1.000000000000000000e+00
2.514800000000000000e+04,0.000000000000000000e+00
1.491100000000000000e+04,0.000000000000000000e+00
3.495000000000000000e+04,1.000000000000000000e+00
1.544300000000000000e+04,0.000000000000000000e+00
8.300000000000000000e+02,0.000000000000000000e+00
3.460600000000000000e+04,1.000000000000000000e+00
9.209000000000000000e+03,0.000000000000000000e+00
2.965500000000000000e+04,0.000000000000000000e+00
1.104400000000000000e+04,1.000000000000000000e+00
1.342000000000000000e+04,0.000000000000000000e+00
3.122400000000000000e+04,0.000000000000000000e+00
7.577000000000000000e+03,0.000000000000000000e+00
2.794000000000000000e+03,1.000000000000000000e+00
2.728300000000000000e+04,1.000000000000000000e+00
2.808300000000000000e+04,0.000000000000000000e+00
3.390600000000000000e+04,0.000000000000000000e+00
3.755300000000000000e+04,1.000000000000000000e+00
3.747600000000000000e+04,1.000000000000000000e+00
3.845000000000000000e+04,1.000000000000000000e+00
1.225100000000000000e+04,0.000000000000000000e+00
3.970000000000000000e+02,1.000000000000000000e+00
1.481500000000000000e+04,0.000000000000000000e+00
1.920000000000000000e+02,0.000000000000000000e+00
3.005200000000000000e+04,1.000000000000000000e+00
8.770000000000000000e+02,0.000000000000000000e+00
9.418000000000000000e+03,1.000000000000000000e+00
8.226000000000000000e+03,0.000000000000000000e+00
2.799600000000000000e+04,0.000000000000000000e+00
1.566200000000000000e+04,0.000000000000000000e+00
1.220500000000000000e+04,0.000000000000000000e+00
3.439000000000000000e+03,0.000000000000000000e+00
1.398400000000000000e+04,0.000000000000000000e+00
1.984000000000000000e+03,1.000000000000000000e+00
2.477100000000000000e+04,0.000000000000000000e+00
2.320000000000000000e+04,0.000000000000000000e+00
3.836300000000000000e+04,0.000000000000000000e+00
3.568300000000000000e+04,0.000000000000000000e+00
6.451000000000000000e+03,0.000000000000000000e+00
3.868400000000000000e+04,1.000000000000000000e+00
1.117800000000000000e+04,1.000000000000000000e+00
1.113200000000000000e+04,1.000000000000000000e+00
1.159900000000000000e+04,0.000000000000000000e+00
1.992000000000000000e+03,1.000000000000000000e+00
2.042500000000000000e+04,1.000000000000000000e+00
1.910000000000000000e+03,1.000000000000000000e+00
2.811500000000000000e+04,0.000000000000000000e+00
1.997000000000000000e+03,1.000000000000000000e+00
4.789000000000000000e+03,0.000000000000000000e+00
3.051300000000000000e+04,1.000000000000000000e+00
3.584300000000000000e+04,0.000000000000000000e+00
2.926000000000000000e+04,0.000000000000000000e+00
4.887000000000000000e+03,1.000000000000000000e+00
3.370000000000000000e+02,1.000000000000000000e+00
1.968000000000000000e+04,1.000000000000000000e+00
7.571000000000000000e+03,1.000000000000000000e+00
9.428000000000000000e+03,1.000000000000000000e+00
1.189600000000000000e+04,1.000000000000000000e+00
1.826900000000000000e+04,0.000000000000000000e+00
7.455000000000000000e+03,0.000000000000000000e+00
8.099000000000000000e+03,1.000000000000000000e+00
4.197000000000000000e+03,1.000000000000000000e+00
3.308600000000000000e+04,0.000000000000000000e+00
2.687000000000000000e+04,1.000000000000000000e+00
3.768800000000000000e+04,0.000000000000000000e+00
1.234000000000000000e+03,0.000000000000000000e+00
3.810800000000000000e+04,0.000000000000000000e+00
3.729000000000000000e+04,0.000000000000000000e+00
1.361300000000000000e+04,0.000000000000000000e+00
8.787000000000000000e+03,0.000000000000000000e+00
2.367900000000000000e+04,0.000000000000000000e+00
8.157000000000000000e+03,1.000000000000000000e+00
3.096600000000000000e+04,1.000000000000000000e+00
3.954800000000000000e+04,1.000000000000000000e+00
7.350000000000000000e+03,1.000000000000000000e+00
1.595800000000000000e+04,0.000000000000000000e+00
3.959000000000000000e+03,1.000000000000000000e+00
2.978200000000000000e+04,0.000000000000000000e+00
2.794500000000000000e+04,0.000000000000000000e+00
1.581100000000000000e+04,0.000000000000000000e+00
3.873500000000000000e+04,1.000000000000000000e+00
1.390200000000000000e+04,1.000000000000000000e+00
1.661400000000000000e+04,1.000000000000000000e+00
1.252200000000000000e+04,1.000000000000000000e+00
3.028000000000000000e+03,1.000000000000000000e+00
1.227000000000000000e+03,0.000000000000000000e+00
3.335000000000000000e+04,0.000000000000000000e+00
2.244300000000000000e+04,0.000000000000000000e+00
3.678600000000000000e+04,1.000000000000000000e+00
2.978500000000000000e+04,0.000000000000000000e+00
3.862900000000000000e+04,0.000000000000000000e+00
8.476000000000000000e+03,0.000000000000000000e+00
3.745000000000000000e+04,0.000000000000000000e+00
2.011700000000000000e+04,0.000000000000000000e+00
1.698800000000000000e+04,0.000000000000000000e+00
3.939000000000000000e+03,0.000000000000000000e+00
3.478100000000000000e+04,1.000000000000000000e+00
3.473600000000000000e+04,1.000000000000000000e+00
1.794500000000000000e+04,1.000000000000000000e+00
2.628500000000000000e+04,0.000000000000000000e+00
1.874700000000000000e+04,0.000000000000000000e+00
2.806200000000000000e+04,1.000000000000000000e+00
2.080800000000000000e+04,0.000000000000000000e+00
1.567000000000000000e+04,0.000000000000000000e+00
2.809600000000000000e+04,0.000000000000000000e+00
2.557400000000000000e+04,0.000000000000000000e+00
1.367600000000000000e+04,0.000000000000000000e+00
1.421500000000000000e+04,0.000000000000000000e+00
2.343000000000000000e+04,1.000000000000000000e+00
2.041500000000000000e+04,1.000000000000000000e+00
1.340500000000000000e+04,1.000000000000000000e+00
6.396000000000000000e+03,1.000000000000000000e+00
3.039100000000000000e+04,1.000000000000000000e+00
1.136400000000000000e+04,1.000000000000000000e+00
6.765000000000000000e+03,0.000000000000000000e+00
1.713700000000000000e+04,0.000000000000000000e+00
1.563800000000000000e+04,0.000000000000000000e+00
3.068700000000000000e+04,0.000000000000000000e+00
3.416200000000000000e+04,0.000000000000000000e+00
2.439000000000000000e+03,0.000000000000000000e+00
2.042800000000000000e+04,1.000000000000000000e+00
1.622000000000000000e+04,1.000000000000000000e+00
2.681100000000000000e+04,1.000000000000000000e+00
2.485600000000000000e+04,1.000000000000000000e+00
5.075000000000000000e+03,1.000000000000000000e+00
8.929000000000000000e+03,0.000000000000000000e+00
1.774800000000000000e+04,0.000000000000000000e+00
3.230400000000000000e+04,1.000000000000000000e+00
6.560000000000000000e+03,0.000000000000000000e+00
9.536000000000000000e+03,0.000000000000000000e+00
2.983200000000000000e+04,1.000000000000000000e+00
2.428400000000000000e+04,1.000000000000000000e+00
2.298000000000000000e+04,0.000000000000000000e+00
2.715800000000000000e+04,0.000000000000000000e+00
2.628000000000000000e+04,1.000000000000000000e+00
9.914000000000000000e+03,1.000000000000000000e+00
3.061300000000000000e+04,1.000000000000000000e+00
2.401400000000000000e+04,0.000000000000000000e+00
2.717000000000000000e+03,1.000000000000000000e+00
2.921000000000000000e+03,1.000000000000000000e+00
8.113000000000000000e+03,0.000000000000000000e+00
3.422000000000000000e+03,1.000000000000000000e+00
3.691100000000000000e+04,1.000000000000000000e+00
2.636200000000000000e+04,1.000000000000000000e+00
3.279000000000000000e+03,0.000000000000000000e+00
3.543000000000000000e+03,1.000000000000000000e+00
2.148700000000000000e+04,0.000000000000000000e+00
5.606000000000000000e+03,1.000000000000000000e+00
2.912000000000000000e+03,0.000000000000000000e+00
2.881800000000000000e+04,1.000000000000000000e+00
3.003100000000000000e+04,1.000000000000000000e+00
2.550500000000000000e+04,0.000000000000000000e+00
3.365500000000000000e+04,0.000000000000000000e+00
2.931400000000000000e+04,1.000000000000000000e+00
1.933900000000000000e+04,0.000000000000000000e+00
3.637800000000000000e+04,1.000000000000000000e+00
1.451900000000000000e+04,1.000000000000000000e+00
1.534000000000000000e+03,1.000000000000000000e+00
1.350800000000000000e+04,0.000000000000000000e+00
1.690700000000000000e+04,0.000000000000000000e+00
3.535500000000000000e+04,1.000000000000000000e+00
1.265100000000000000e+04,0.000000000000000000e+00
9.828000000000000000e+03,1.000000000000000000e+00
2.916400000000000000e+04,1.000000000000000000e+00
1.453900000000000000e+04,0.000000000000000000e+00
2.129000000000000000e+04,1.000000000000000000e+00
1.654200000000000000e+04,1.000000000000000000e+00
2.013700000000000000e+04,0.000000000000000000e+00
2.597400000000000000e+04,0.000000000000000000e+00
1.498200000000000000e+04,0.000000000000000000e+00
3.718700000000000000e+04,1.000000000000000000e+00
3.710500000000000000e+04,1.000000000000000000e+00
3.734700000000000000e+04,1.000000000000000000e+00
2.405700000000000000e+04,1.000000000000000000e+00
2.220600000000000000e+04,0.000000000000000000e+00
7.424000000000000000e+03,0.000000000000000000e+00
3.460700000000000000e+04,0.000000000000000000e+00
1.707100000000000000e+04,0.000000000000000000e+00
1.154800000000000000e+04,0.000000000000000000e+00
4.650000000000000000e+02,1.000000000000000000e+00
2.275000000000000000e+04,0.000000000000000000e+00
6.760000000000000000e+03,1.000000000000000000e+00
5.999000000000000000e+03,0.000000000000000000e+00
1.470500000000000000e+04,1.000000000000000000e+00
3.171800000000000000e+04,1.000000000000000000e+00
3.393400000000000000e+04,0.000000000000000000e+00
1.401800000000000000e+04,1.000000000000000000e+00
3.347800000000000000e+04,1.000000000000000000e+00
1.979100000000000000e+04,1.000000000000000000e+00
4.480000000000000000e+02,1.000000000000000000e+00
2.362000000000000000e+03,1.000000000000000000e+00
3.708900000000000000e+04,1.000000000000000000e+00
9.691000000000000000e+03,1.000000000000000000e+00
1.469000000000000000e+03,1.000000000000000000e+00
7.356000000000000000e+03,1.000000000000000000e+00
2.452500000000000000e+04,0.000000000000000000e+00
7.886000000000000000e+03,1.000000000000000000e+00
1.076500000000000000e+04,1.000000000000000000e+00
1.410000000000000000e+03,1.000000000000000000e+00
2.994100000000000000e+04,1.000000000000000000e+00
4.510000000000000000e+03,0.000000000000000000e+00
2.829400000000000000e+04,0.000000000000000000e+00
1.092700000000000000e+04,0.000000000000000000e+00
3.227400000000000000e+04,0.000000000000000000e+00
3.658500000000000000e+04,1.000000000000000000e+00
3.186400000000000000e+04,1.000000000000000000e+00
2.908200000000000000e+04,1.000000000000000000e+00
7.196000000000000000e+03,0.000000000000000000e+00
1.185800000000000000e+04,1.000000000000000000e+00
2.141600000000000000e+04,1.000000000000000000e+00
2.005500000000000000e+04,1.000000000000000000e+00
1.271300000000000000e+04,0.000000000000000000e+00
3.920200000000000000e+04,1.000000000000000000e+00
3.588500000000000000e+04,0.000000000000000000e+00
2.849100000000000000e+04,1.000000000000000000e+00
1.093500000000000000e+04,1.000000000000000000e+00
2.797400000000000000e+04,0.000000000000000000e+00
2.891200000000000000e+04,0.000000000000000000e+00
3.233100000000000000e+04,1.000000000000000000e+00
6.242000000000000000e+03,0.000000000000000000e+00
3.164800000000000000e+04,1.000000000000000000e+00
1.101600000000000000e+04,1.000000000000000000e+00
2.583400000000000000e+04,0.000000000000000000e+00
1.997900000000000000e+04,1.000000000000000000e+00
1.856300000000000000e+04,1.000000000000000000e+00
1.650800000000000000e+04,1.000000000000000000e+00
3.316500000000000000e+04,0.000000000000000000e+00
7.956000000000000000e+03,1.000000000000000000e+00
1.062400000000000000e+04,0.000000000000000000e+00
1.151500000000000000e+04,1.000000000000000000e+00
2.225000000000000000e+04,0.000000000000000000e+00
2.362300000000000000e+04,0.000000000000000000e+00
1.692500000000000000e+04,0.000000000000000000e+00
2.906500000000000000e+04,0.000000000000000000e+00
2.525300000000000000e+04,0.000000000000000000e+00
1.454100000000000000e+04,0.000000000000000000e+00
1.202000000000000000e+04,1.000000000000000000e+00
1.584000000000000000e+03,0.000000000000000000e+00
7.277000000000000000e+03,0.000000000000000000e+00
2.117000000000000000e+04,1.000000000000000000e+00
3.922500000000000000e+04,0.000000000000000000e+00
3.052500000000000000e+04,1.000000000000000000e+00
3.434000000000000000e+03,0.000000000000000000e+00
2.404800000000000000e+04,1.000000000000000000e+00
1.847900000000000000e+04,1.000000000000000000e+00
1.938600000000000000e+04,0.000000000000000000e+00
3.321900000000000000e+04,1.000000000000000000e+00
2.916500000000000000e+04,1.000000000000000000e+00
2.316500000000000000e+04,1.000000000000000000e+00
4.706000000000000000e+03,0.000000000000000000e+00
5.016000000000000000e+03,0.000000000000000000e+00
1.773200000000000000e+04,0.000000000000000000e+00
2.244200000000000000e+04,0.000000000000000000e+00
2.396400000000000000e+04,0.000000000000000000e+00
3.784800000000000000e+04,0.000000000000000000e+00
1.849400000000000000e+04,1.000000000000000000e+00
2.050700000000000000e+04,0.000000000000000000e+00
9.289000000000000000e+03,0.000000000000000000e+00
3.878000000000000000e+04,1.000000000000000000e+00
9.260000000000000000e+03,1.000000000000000000e+00
8.238000000000000000e+03,0.000000000000000000e+00
6.864000000000000000e+03,0.000000000000000000e+00
3.554400000000000000e+04,1.000000000000000000e+00
1.822200000000000000e+04,1.000000000000000000e+00
1.952600000000000000e+04,1.000000000000000000e+00
2.185000000000000000e+03,1.000000000000000000e+00
1.647400000000000000e+04,1.000000000000000000e+00
3.382300000000000000e+04,0.000000000000000000e+00
2.476500000000000000e+04,1.000000000000000000e+00
7.221000000000000000e+03,0.000000000000000000e+00
3.443400000000000000e+04,0.000000000000000000e+00
6.269000000000000000e+03,1.000000000000000000e+00
3.409800000000000000e+04,0.000000000000000000e+00
1.496100000000000000e+04,0.000000000000000000e+00
4.638000000000000000e+03,0.000000000000000000e+00
3.374600000000000000e+04,1.000000000000000000e+00
1.093400000000000000e+04,1.000000000000000000e+00
1.059300000000000000e+04,0.000000000000000000e+00
7.881000000000000000e+03,1.000000000000000000e+00
2.650700000000000000e+04,1.000000000000000000e+00
3.732700000000000000e+04,0.000000000000000000e+00
7.465000000000000000e+03,0.000000000000000000e+00
3.431000000000000000e+03,1.000000000000000000e+00
2.968100000000000000e+04,1.000000000000000000e+00
3.940200000000000000e+04,1.000000000000000000e+00
1.934900000000000000e+04,0.000000000000000000e+00
6.929000000000000000e+03,0.000000000000000000e+00
3.201900000000000000e+04,0.000000000000000000e+00
3.759500000000000000e+04,1.000000000000000000e+00
3.628300000000000000e+04,1.000000000000000000e+00
1.251700000000000000e+04,0.000000000000000000e+00
3.137400000000000000e+04,1.000000000000000000e+00
5.559000000000000000e+03,0.000000000000000000e+00
2.659900000000000000e+04,1.000000000000000000e+00
1.115700000000000000e+04,1.000000000000000000e+00
2.776900000000000000e+04,0.000000000000000000e+00
3.362900000000000000e+04,0.000000000000000000e+00
1.735700000000000000e+04,0.000000000000000000e+00
1.384900000000000000e+04,0.000000000000000000e+00
1.826100000000000000e+04,0.000000000000000000e+00
1.317000000000000000e+04,1.000000000000000000e+00
1.308000000000000000e+03,1.000000000000000000e+00
3.561100000000000000e+04,1.000000000000000000e+00
1.701900000000000000e+04,1.000000000000000000e+00
1.048500000000000000e+04,1.000000000000000000e+00
2.937300000000000000e+04,1.000000000000000000e+00
6.757000000000000000e+03,1.000000000000000000e+00
2.041100000000000000e+04,0.000000000000000000e+00
2.289400000000000000e+04,0.000000000000000000e+00
1.182800000000000000e+04,0.000000000000000000e+00
2.567000000000000000e+03,0.000000000000000000e+00
3.776200000000000000e+04,0.000000000000000000e+00
3.530000000000000000e+03,0.000000000000000000e+00
1.987400000000000000e+04,1.000000000000000000e+00
2.697000000000000000e+03,1.000000000000000000e+00
2.425200000000000000e+04,1.000000000000000000e+00
1.743600000000000000e+04,0.000000000000000000e+00
2.219700000000000000e+04,1.000000000000000000e+00
1.424400000000000000e+04,0.000000000000000000e+00
1.192700000000000000e+04,0.000000000000000000e+00
2.848400000000000000e+04,1.000000000000000000e+00
2.858000000000000000e+04,1.000000000000000000e+00
5.300000000000000000e+02,1.000000000000000000e+00
1.120000000000000000e+03,0.000000000000000000e+00
3.183900000000000000e+04,1.000000000000000000e+00
8.794000000000000000e+03,1.000000000000000000e+00
2.777900000000000000e+04,0.000000000000000000e+00
5.612000000000000000e+03,0.000000000000000000e+00
1.924800000000000000e+04,1.000000000000000000e+00
4.640000000000000000e+03,0.000000000000000000e+00
2.672000000000000000e+04,0.000000000000000000e+00
2.662600000000000000e+04,0.000000000000000000e+00
1.343500000000000000e+04,1.000000000000000000e+00
3.910400000000000000e+04,1.000000000000000000e+00
3.662000000000000000e+03,1.000000000000000000e+00
7.739000000000000000e+03,1.000000000000000000e+00
8.919000000000000000e+03,0.000000000000000000e+00
1.853100000000000000e+04,0.000000000000000000e+00
1.675600000000000000e+04,1.000000000000000000e+00
3.736400000000000000e+04,1.000000000000000000e+00
1.283800000000000000e+04,0.000000000000000000e+00
6.280000000000000000e+02,1.000000000000000000e+00
2.935100000000000000e+04,0.000000000000000000e+00
1.345800000000000000e+04,1.000000000000000000e+00
1.443100000000000000e+04,0.000000000000000000e+00
1.476000000000000000e+03,1.000000000000000000e+00
1.471000000000000000e+04,1.000000000000000000e+00
1.012000000000000000e+04,0.000000000000000000e+00
2.865500000000000000e+04,1.000000000000000000e+00
3.946000000000000000e+03,1.000000000000000000e+00
2.152500000000000000e+04,0.000000000000000000e+00
3.704400000000000000e+04,1.000000000000000000e+00
2.249700000000000000e+04,0.000000000000000000e+00
1.109300000000000000e+04,0.000000000000000000e+00
3.616100000000000000e+04,1.000000000000000000e+00
3.532400000000000000e+04,0.000000000000000000e+00
2.768400000000000000e+04,1.000000000000000000e+00
3.759700000000000000e+04,1.000000000000000000e+00
1.481800000000000000e+04,1.000000000000000000e+00
3.325800000000000000e+04,1.000000000000000000e+00
3.054000000000000000e+03,1.000000000000000000e+00
5.177000000000000000e+03,1.000000000000000000e+00
1.507300000000000000e+04,1.000000000000000000e+00
9.446000000000000000e+03,1.000000000000000000e+00
5.600000000000000000e+01,0.000000000000000000e+00
3.065300000000000000e+04,1.000000000000000000e+00
3.517100000000000000e+04,0.000000000000000000e+00
1.527000000000000000e+04,0.000000000000000000e+00
3.777300000000000000e+04,0.000000000000000000e+00
7.931000000000000000e+03,1.000000000000000000e+00
2.820800000000000000e+04,0.000000000000000000e+00
2.345000000000000000e+04,1.000000000000000000e+00
1.545400000000000000e+04,1.000000000000000000e+00
1.375400000000000000e+04,0.000000000000000000e+00
7.080000000000000000e+03,1.000000000000000000e+00
3.475300000000000000e+04,1.000000000000000000e+00
1.732900000000000000e+04,0.000000000000000000e+00
3.369500000000000000e+04,1.000000000000000000e+00
1.173200000000000000e+04,1.000000000000000000e+00
3.340800000000000000e+04,0.000000000000000000e+00
3.058800000000000000e+04,1.000000000000000000e+00
7.895000000000000000e+03,1.000000000000000000e+00
3.280100000000000000e+04,1.000000000000000000e+00
2.418000000000000000e+04,0.000000000000000000e+00
1.702600000000000000e+04,0.000000000000000000e+00
3.403400000000000000e+04,0.000000000000000000e+00
2.783000000000000000e+04,1.000000000000000000e+00
8.302000000000000000e+03,1.000000000000000000e+00
1.233500000000000000e+04,1.000000000000000000e+00
3.749000000000000000e+04,0.000000000000000000e+00
1.047800000000000000e+04,1.000000000000000000e+00
2.190400000000000000e+04,0.000000000000000000e+00
3.687600000000000000e+04,1.000000000000000000e+00
1.805900000000000000e+04,0.000000000000000000e+00
5.141000000000000000e+03,1.000000000000000000e+00
2.600000000000000000e+02,1.000000000000000000e+00
2.598000000000000000e+04,0.000000000000000000e+00
1.345500000000000000e+04,1.000000000000000000e+00
3.070400000000000000e+04,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00
3.137300000000000000e+04,0.000000000000000000e+00
2.509400000000000000e+04,1.000000000000000000e+00
3.378000000000000000e+03,0.000000000000000000e+00
1.273800000000000000e+04,1.000000000000000000e+00
1.031200000000000000e+04,0.000000000000000000e+00
3.931700000000000000e+04,1.000000000000000000e+00
2.157100000000000000e+04,1.000000000000000000e+00
7.178000000000000000e+03,0.000000000000000000e+00
3.779600000000000000e+04,0.000000000000000000e+00
1.836800000000000000e+04,0.000000000000000000e+00
2.429600000000000000e+04,0.000000000000000000e+00
2.319300000000000000e+04,0.000000000000000000e+00
1.873400000000000000e+04,1.000000000000000000e+00
3.200500000000000000e+04,1.000000000000000000e+00
9.022000000000000000e+03,1.000000000000000000e+00
2.656200000000000000e+04,0.000000000000000000e+00
3.799700000000000000e+04,1.000000000000000000e+00
7.001000000000000000e+03,0.000000000000000000e+00
2.419000000000000000e+04,0.000000000000000000e+00
1.423200000000000000e+04,0.000000000000000000e+00
3.365700000000000000e+04,1.000000000000000000e+00
1.862300000000000000e+04,1.000000000000000000e+00
2.986500000000000000e+04,1.000000000000000000e+00
4.826000000000000000e+03,0.000000000000000000e+00
9.837000000000000000e+03,1.000000000000000000e+00
1.710600000000000000e+04,1.000000000000000000e+00
1.547200000000000000e+04,1.000000000000000000e+00
1.994300000000000000e+04,1.000000000000000000e+00
2.812000000000000000e+03,1.000000000000000000e+00
1.275300000000000000e+04,1.000000000000000000e+00
9.219000000000000000e+03,0.000000000000000000e+00
8.506000000000000000e+03,1.000000000000000000e+00
1.228000000000000000e+03,0.000000000000000000e+00
1.794600000000000000e+04,0.000000000000000000e+00
3.789300000000000000e+04,1.000000000000000000e+00
2.290000000000000000e+02,1.000000000000000000e+00
3.033000000000000000e+04,1.000000000000000000e+00
7.589000000000000000e+03,1.000000000000000000e+00
1.882500000000000000e+04,0.000000000000000000e+00
3.053200000000000000e+04,1.000000000000000000e+00
3.047100000000000000e+04,0.000000000000000000e+00
3.181600000000000000e+04,0.000000000000000000e+00
1.124200000000000000e+04,0.000000000000000000e+00
2.602600000000000000e+04,1.000000000000000000e+00
7.639000000000000000e+03,0.000000000000000000e+00
2.930000000000000000e+02,1.000000000000000000e+00
3.696300000000000000e+04,0.000000000000000000e+00
3.592100000000000000e+04,1.000000000000000000e+00
3.494200000000000000e+04,1.000000000000000000e+00
2.458000000000000000e+04,0.000000000000000000e+00
3.805700000000000000e+04,0.000000000000000000e+00
2.630300000000000000e+04,1.000000000000000000e+00
1.283500000000000000e+04,1.000000000000000000e+00
2.195600000000000000e+04,0.000000000000000000e+00
5.146000000000000000e+03,0.000000000000000000e+00
4.406000000000000000e+03,1.000000000000000000e+00
6.582000000000000000e+03,0.000000000000000000e+00
1.636700000000000000e+04,1.000000000000000000e+00
2.402400000000000000e+04,1.000000000000000000e+00
9.930000000000000000e+03,1.000000000000000000e+00
3.546600000000000000e+04,0.000000000000000000e+00
7.257000000000000000e+03,0.000000000000000000e+00
1.983200000000000000e+04,1.000000000000000000e+00
4.100000000000000000e+03,0.000000000000000000e+00
8.833000000000000000e+03,0.000000000000000000e+00
2.242600000000000000e+04,0.000000000000000000e+00
7.481000000000000000e+03,1.000000000000000000e+00
1.478100000000000000e+04,1.000000000000000000e+00
2.679400000000000000e+04,0.000000000000000000e+00
3.269300000000000000e+04,1.000000000000000000e+00
1.430200000000000000e+04,0.000000000000000000e+00
6.841000000000000000e+03,0.000000000000000000e+00
3.241000000000000000e+03,0.000000000000000000e+00
8.543000000000000000e+03,0.000000000000000000e+00
1.900300000000000000e+04,1.000000000000000000e+00
2.596500000000000000e+04,1.000000000000000000e+00
2.781000000000000000e+04,0.000000000000000000e+00
3.184200000000000000e+04,1.000000000000000000e+00
3.250900000000000000e+04,1.000000000000000000e+00
1.982600000000000000e+04,1.000000000000000000e+00
3.233300000000000000e+04,1.000000000000000000e+00
2.102700000000000000e+04,1.000000000000000000e+00
7.310000000000000000e+03,1.000000000000000000e+00
2.459100000000000000e+04,0.000000000000000000e+00
3.486800000000000000e+04,1.000000000000000000e+00
1.516700000000000000e+04,0.000000000000000000e+00
3.915800000000000000e+04,1.000000000000000000e+00
2.136100000000000000e+04,0.000000000000000000e+00
2.101000000000000000e+03,1.000000000000000000e+00
9.508000000000000000e+03,0.000000000000000000e+00
3.181000000000000000e+04,1.000000000000000000e+00
3.687700000000000000e+04,1.000000000000000000e+00
3.034700000000000000e+04,1.000000000000000000e+00
